time,Gross Domestic Product (Expenditure) current basic prices index SA,Gross Domestic Product (Income) chained volume index: SA,Gross Domestic Product (Income) current basic prices index SA,Gross Domestic Product (Expenditure) chained volume index: SA,Gross Domestic Product: Year on Year growth: CVM SA %,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,Gross Domestic Product: quarter on quarter growth rate: CP SA %,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,Gross Domestic Product: q-on-q4 growth rate CVM SA %,Gross Domestic Product (Income) current basic prices: aligned: SA £m,Gross Domestic Product (Expenditure) chained volume measure SA £m,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,Gross Domestic Product at market prices: CP: NSA £m,Gross Domestic Product index: Current price: Seasonally adjusted,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,"Gross Domestic Product at market prices, q-on-q4 growth: CP: NSA £m","Gross Domestic Product at market prices, q-on-q1 growth: CP: NSA £m",measure,measure_value
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.2
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.9
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.2
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.6
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.1
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.1
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.8
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.9
2007 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.4
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.5
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.0
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.4
2007 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.9
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.7
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.7
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.5
2007 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.8
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.7
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.6
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.6
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
2007 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.9
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.9
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,93.8
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.9
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.8
2008 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.3
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.4
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.3
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.8
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.9
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.4
2008 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-1.1
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.2
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.8
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.9
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-1.1
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-1.5
2008 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.1
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.4
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,96.5
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.3
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-3.3
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-1.4
2008 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.6
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-3.3
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,96.3
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.7
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-2.7
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.2
2009 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-1.7
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-2.6
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,96.3
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.4
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-3.0
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.1
2009 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.4
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-3.2
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.0
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.9
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.9
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.7
2009 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.5
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-2.5
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.2
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.9
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.7
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
2009 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-1.0
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.8
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.8
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.6
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.6
2010 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.2
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.9
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.6
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.6
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.1
2010 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.9
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.3
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.1
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.1
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.1
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
2010 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.5
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.7
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.0
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.4
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.8
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
2010 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.8
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.5
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.5
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.7
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.5
2011 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.1
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.6
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.5
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.7
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.1
2011 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-1.1
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.0
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.1
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.0
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.0
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.5
2011 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.6
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.1
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.8
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.3
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.8
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.3
2011 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.3
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.4
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,99.0
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.9
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.5
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
2012 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.6
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.1
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.3
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,92.4
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-1.3
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.7
2012 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.6
2012 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.6
2012 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,98.2
2012 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,93.4
